Unnamed: 0,Released,Released.1,Title,Genre,Production Method,Creative Type,Production Budget,Domestic Box Office,International Box Office,Worldwide Box Office
67,"Aug 7, 2020",2020,The Tax Collector,Action,Live Action,Contemporary Fiction,"$30,000,000","$1,044,212","$265,759","$1,309,971"
68,"Jun 5, 2020",2020,Becky,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$1,002,852","$60,414","$1,063,266"
69,"Sep 24, 2020",2020,Beureikeu deo sa illeonseu,Documentary,Live Action,Factual,$0,"$1,000,000","$9,670,308","$10,670,308"
70,"Dec 4, 2020",2020,All My Life,Drama,Live Action,Dramatization,"$25,000,000","$913,935","$1,110,128","$2,024,063"
71,"Jan 11, 2020",2020,Met Opera: Wozzeck,Concert/Performance,Live Action,Historical Fiction,$0,"$863,000","$169,950","$1,032,950"
72,"Jul 31, 2020",2020,Cut Throat City,Drama,Live Action,Historical Fiction,"$8,000,000","$855,894","$9,013","$864,907"
73,"Jan 10, 2020",2020,Sarileru Neekevvaru,Action,Live Action,Contemporary Fiction,$0,"$821,000","$359,306","$1,180,306"
74,"Nov 20, 2020",2020,Ji Xian Feng,Action,Live Action,Contemporary Fiction,$0,"$793,525","$45,192,820","$45,986,345"
75,"Jan 24, 2020",2020,Color Out of Space,Horror,Live Action,Science Fiction,$0,"$765,561","$301,856","$1,067,417"
76,"Sep 25, 2020",2020,Shortcut,Horror,Live Action,Science Fiction,$0,"$758,223","$11,339","$769,562"
77,"Oct 2, 2020",2020,Possessor,Thriller/Suspense,Live Action,Science Fiction,$0,"$752,885","$161,522","$914,407"
78,"Mar 6, 2020",2020,Baaghi 3,Action,Live Action,Contemporary Fiction,$0,"$721,439","$564,177","$1,285,616"
79,"Nov 20, 2020",2020,The Last Vermeer,Drama,Live Action,Dramatization,$0,"$685,380","$199,491","$884,871"
80,"Sep 25, 2020",2020,The Last Shift,Comedy,Live Action,Contemporary Fiction,$0,"$643,658",$660,"$644,318"
81,"Oct 23, 2020",2020,Synchronic,Thriller/Suspense,Live Action,Science Fiction,$0,"$636,673","$880,215","$1,516,888"
82,"Jan 10, 2020",2020,Chhapaak,Drama,Live Action,Dramatization,$0,"$604,334","$318,323","$922,657"
83,"Jan 24, 2020",2020,Panga,Drama,Live Action,Contemporary Fiction,$0,"$582,720","$143,290","$726,010"
84,"Sep 18, 2020",2020,Alone,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$538,358","$61,401","$599,759"
85,"Jun 19, 2020",2020,Followed,Horror,Live Action,Contemporary Fiction,$0,"$538,179","$8,203","$546,382"
86,"Sep 25, 2020",2020,Kajillionaire,Drama,Live Action,Contemporary Fiction,$0,"$531,430","$1,083,741","$1,615,171"
87,"Oct 2, 2020",2020,The Call,Horror,Live Action,Contemporary Fiction,$0,"$516,520","$947,352","$1,463,872"
88,"Jul 24, 2020",2020,The Big Ugly,Action,Live Action,Contemporary Fiction,$0,"$514,107","$1,292","$515,399"
89,"Nov 20, 2020",2020,The Forgotten Carols,Musical,Live Action,Contemporary Fiction,$0,"$502,252",$0,"$502,252"
90,"Oct 30, 2020",2020,Spell,Horror,Live Action,Contemporary Fiction,$0,"$500,104",$0,"$500,104"
91,"Sep 25, 2020",2020,Ava,Action,Live Action,Contemporary Fiction,$0,"$497,747","$3,224,333","$3,722,080"
92,"Feb 21, 2020",2020,CatVideoFest 2020,Documentary,Live Action,Multiple Creative Types,$0,"$478,775","$35,370","$514,145"
93,"Feb 21, 2020",2020,Once Were Brothers: Robbie Robertson …,Documentary,Live Action,Factual,$0,"$449,561","$106,759","$556,320"
94,"Feb 21, 2020",2020,Seberg,Thriller/Suspense,Live Action,Dramatization,"$8,000,000","$448,009","$817,110","$1,265,119"
95,"Jun 12, 2020",2020,Infamous,Action,Live Action,Contemporary Fiction,$0,"$429,148","$17,436","$446,584"
96,"Aug 21, 2020",2020,Tulsa,Drama,Live Action,Contemporary Fiction,$0,"$413,522",$0,"$413,522"
97,"Nov 20, 2020",2020,Buddy Games,Comedy,Live Action,Contemporary Fiction,$0,"$405,904","$466,318","$872,222"
98,"Oct 8, 2020",2020,Yellow Rose,Drama,Live Action,Contemporary Fiction,$0,"$367,849",$0,"$367,849"
99,"Oct 16, 2020",2020,The Kid Detective,Black Comedy,Live Action,Contemporary Fiction,$0,"$364,138","$3,770","$367,908"
100,"Feb 28, 2020",2020,Greed,Comedy,Live Action,Contemporary Fiction,$0,"$355,308","$1,075,674","$1,430,982"
1,"Dec 17, 2021",2021,Spider-Man: No Way Home,Action,Live Action,Super Hero,"$200,000,000","$814,115,070","$1,093,721,184","$1,907,836,254"
2,"Sep 3, 2021",2021,Shang-Chi and the Legend of the Ten R…,Action,Live Action,Super Hero,"$150,000,000","$224,543,292","$207,681,342","$432,224,634"
3,"Oct 1, 2021",2021,Venom: Let There be Carnage,Action,Animation/Live Action,Super Hero,"$110,000,000","$213,550,366","$287,996,556","$501,546,922"
4,"Jul 9, 2021",2021,Black Widow,Action,Live Action,Super Hero,"$200,000,000","$183,651,655","$196,099,476","$379,751,131"
5,"Jun 25, 2021",2021,F9: The Fast Saga,Action,Live Action,Contemporary Fiction,"$200,000,000","$173,005,945","$546,354,565","$719,360,510"
6,"Nov 5, 2021",2021,Eternals,Action,Live Action,Super Hero,"$200,000,000","$164,870,264","$236,861,495","$401,731,759"
7,"Dec 22, 2021",2021,Sing 2,Adventure,Digital Animation,Kids Fiction,"$85,000,000","$162,790,990","$241,743,510","$404,534,500"
8,"Oct 8, 2021",2021,No Time to Die,Action,Live Action,Contemporary Fiction,"$250,000,000","$160,891,007","$598,038,764","$758,929,771"
9,"May 28, 2021",2021,A Quiet Place: Part II,Horror,Live Action,Science Fiction,"$61,000,000","$160,215,764","$136,434,592","$296,650,356"
10,"Nov 19, 2021",2021,Ghostbusters: Afterlife,Comedy,Live Action,Science Fiction,"$75,000,000","$129,360,575","$74,253,563","$203,614,138"
11,"Aug 13, 2021",2021,Free Guy,Action,Live Action,Science Fiction,$0,"$121,626,598","$201,847,194","$323,473,792"
12,"Jul 30, 2021",2021,Jungle Cruise,Adventure,Animation/Live Action,Historical Fiction,"$200,000,000","$116,987,516","$93,482,287","$210,469,803"
13,"Oct 22, 2021",2021,Dune,Action,Live Action,Science Fiction,"$165,000,000","$108,327,830","$283,053,545","$391,381,375"
14,"Mar 31, 2021",2021,Godzilla vs. Kong,Action,Live Action,Science Fiction,"$155,000,000","$100,916,094","$367,127,758","$468,043,852"
15,"Nov 24, 2021",2021,Encanto,Adventure,Digital Animation,Kids Fiction,"$150,000,000","$96,093,622","$134,868,647","$230,962,269"
16,"Oct 15, 2021",2021,Halloween Kills,Horror,Live Action,Contemporary Fiction,"$20,000,000","$92,002,155","$38,849,007","$130,851,162"
17,"May 28, 2021",2021,Cruella,Comedy,Live Action,Historical Fiction,$0,"$86,103,234","$139,706,829","$225,810,063"
18,"Jul 16, 2021",2021,Space Jam: A New Legacy,Comedy,Animation/Live Action,Kids Fiction,"$150,000,000","$70,592,228","$73,395,718","$143,987,946"
19,"Jun 4, 2021",2021,The Conjuring: The Devil Made Me Do It,Horror,Live Action,Historical Fiction,"$40,000,000","$65,631,050","$134,635,391","$200,266,441"
20,"Aug 27, 2021",2021,Candyman,Horror,Live Action,Contemporary Fiction,$0,"$61,186,570","$16,200,093","$77,386,663"
21,"Jul 2, 2021",2021,The Boss Baby: Family Business,Adventure,Digital Animation,Kids Fiction,"$82,000,000","$57,300,280","$88,981,452","$146,281,732"
22,"Oct 1, 2021",2021,The Addams Family 2,Adventure,Digital Animation,Kids Fiction,$0,"$56,489,153","$62,894,083","$119,383,236"
23,"Aug 5, 2021",2021,The Suicide Squad,Action,Live Action,Super Hero,"$185,000,000","$55,817,425","$111,280,312","$167,097,737"
24,"Mar 5, 2021",2021,Raya and the Last Dragon,Adventure,Digital Animation,Fantasy,$0,"$54,723,032","$61,387,376","$116,110,408"
25,"Nov 24, 2021",2021,House of Gucci,Drama,Live Action,Dramatization,"$75,000,000","$53,809,574","$93,664,564","$147,474,138"
26,"Apr 23, 2021",2021,Demon Slayer: Kimetsu no Yaiba—The …,Adventure,Digital Animation,Fantasy,"$15,750,000","$49,888,502","$457,230,556","$507,119,058"
27,"Nov 10, 2021",2021,Clifford the Big Red Dog,Adventure,Animation/Live Action,Kids Fiction,"$64,000,000","$48,947,356","$29,470,745","$78,418,101"
28,"Jul 23, 2021",2021,Old,Thriller/Suspense,Live Action,Contemporary Fiction,"$18,000,000","$48,276,510","$41,560,287","$89,836,797"
29,"Feb 26, 2021",2021,Tom and Jerry,Adventure,Animation/Live Action,Kids Fiction,"$50,000,000","$46,536,687","$85,833,413","$132,370,100"
30,"Jul 2, 2021",2021,The Forever Purge,Horror,Live Action,Science Fiction,"$18,000,000","$44,539,245","$32,411,280","$76,950,525"
31,"Apr 23, 2021",2021,Mortal Kombat,Action,Animation/Live Action,Fantasy,"$55,000,000","$42,326,031","$41,182,228","$83,508,259"
32,"Jun 11, 2021",2021,Peter Rabbit 2: The Runaway,Adventure,Animation/Live Action,Kids Fiction,"$45,000,000","$40,501,717","$110,475,047","$150,976,764"
33,"Dec 22, 2021",2021,The Matrix Resurrections,Action,Live Action,Science Fiction,"$190,000,000","$40,463,197","$118,734,558","$159,197,755"
34,"Aug 20, 2021",2021,PAW Patrol: The Movie,Adventure,Digital Animation,Kids Fiction,"$26,000,000","$40,127,371","$111,276,048","$151,403,419"
35,"Dec 10, 2021",2021,West Side Story,Musical,Live Action,Contemporary Fiction,"$100,000,000","$38,530,322","$36,296,007","$74,826,329"
36,"Jun 16, 2021",2021,The Hitman’s Wife’s Bodyguard,Comedy,Live Action,Contemporary Fiction,"$70,000,000","$38,014,727","$29,372,728","$67,387,455"
37,"Dec 22, 2021",2021,The King’s Man,Action,Live Action,Historical Fiction,"$100,000,000","$37,176,373","$83,948,927","$121,125,300"
38,"Aug 13, 2021",2021,Don’t Breathe 2,Horror,Live Action,Contemporary Fiction,"$15,000,000","$32,638,038","$14,563,309","$47,201,347"
39,"Jun 10, 2021",2021,In the Heights,Musical,Live Action,Contemporary Fiction,"$55,000,000","$29,975,167","$13,671,809","$43,646,976"
40,"Jul 23, 2021",2021,Snake Eyes: G.I. Joe Origins,Action,Live Action,Contemporary Fiction,"$88,000,000","$28,264,325","$6,412,896","$34,677,221"
41,"Mar 26, 2021",2021,Nobody,Thriller/Suspense,Live Action,Contemporary Fiction,"$16,000,000","$27,568,035","$29,944,435","$57,512,470"
42,"May 7, 2021",2021,Wrath of Man,Action,Live Action,Contemporary Fiction,"$40,000,000","$27,466,489","$76,446,916","$103,913,405"
43,"Dec 25, 2021",2021,American Underdog: The Kurt Warner Story,Drama,Live Action,Dramatization,$0,"$26,514,814",$0,"$26,514,814"
44,"Jul 16, 2021",2021,Escape Room: Tournament of Champions,Horror,Live Action,Contemporary Fiction,"$15,000,000","$25,314,753","$28,178,311","$53,493,064"
45,"Aug 13, 2021",2021,Respect,Drama,Live Action,Dramatization,$0,"$24,278,399","$8,600,190","$32,878,589"
46,"May 14, 2021",2021,Spiral,Horror,Live Action,Contemporary Fiction,"$20,000,000","$23,216,862","$16,302,726","$39,519,588"
47,"Oct 22, 2021",2021,Ron’s Gone Wrong,Adventure,Digital Animation,Kids Fiction,$0,"$23,009,270","$35,225,538","$58,234,808"
48,"Jun 4, 2021",2021,Spirit Untamed,Adventure,Digital Animation,Kids Fiction,"$30,000,000","$17,716,215","$24,519,529","$42,235,744"
49,"Nov 26, 2021",2021,Licorice Pizza,Drama,Live Action,Contemporary Fiction,"$40,000,000","$17,318,007","$15,585,542","$32,903,549"
50,"Jul 30, 2021",2021,The Green Knight,Adventure,Live Action,Fantasy,"$15,000,000","$17,173,321","$2,849,170","$20,022,491"
51,"Nov 24, 2021",2021,Resident Evil: Welcome to Raccoon City,Horror,Live Action,Science Fiction,"$25,000,000","$17,000,612","$24,908,479","$41,909,091"
52,"Oct 22, 2021",2021,The French Dispatch,Comedy,Live Action,Historical Fiction,$0,"$16,124,375","$29,013,029","$45,137,404"
53,"Jan 15, 2021",2021,The Marksman,Action,Live Action,Contemporary Fiction,"$23,000,000","$15,566,093","$8,289,754","$23,855,847"
54,"Apr 2, 2021",2021,The Unholy,Horror,Live Action,Contemporary Fiction,"$10,000,000","$15,532,137","$15,259,887","$30,792,024"
55,"Jan 29, 2021",2021,The Little Things,Thriller/Suspense,Live Action,Contemporary Fiction,"$30,000,000","$15,342,746","$14,392,476","$29,735,222"
56,"Nov 19, 2021",2021,King Richard,Drama,Live Action,Dramatization,"$50,000,000","$15,138,334","$22,856,532","$37,994,866"
57,"Sep 24, 2021",2021,Dear Evan Hansen,Musical,Live Action,Contemporary Fiction,$0,"$15,002,646","$2,507,213","$17,509,859"
58,"Jul 30, 2021",2021,Stillwater,Drama,Live Action,Contemporary Fiction,$0,"$14,465,535","$2,778,167","$17,243,702"
59,"Sep 10, 2021",2021,Malignant,Horror,Live Action,Contemporary Fiction,"$40,000,000","$13,391,791","$20,582,630","$33,974,421"
60,"Dec 1, 2021",2021,Christmas with the Chosen: The Messen…,Concert/Performance,Live Action,Contemporary Fiction,$0,"$13,388,000",$0,"$13,388,000"
61,"Mar 5, 2021",2021,Chaos Walking,Action,Live Action,Science Fiction,"$100,000,000","$13,287,908","$13,784,261","$27,072,169"
62,"Dec 17, 2021",2021,Nightmare Alley,Thriller/Suspense,Live Action,Historical Fiction,"$60,000,000","$11,338,107","$26,199,666","$37,537,773"
63,"Oct 15, 2021",2021,The Last Duel,Drama,Live Action,Dramatization,"$100,000,000","$10,853,945","$19,226,058","$30,080,003"
64,"Oct 29, 2021",2021,Antlers,Horror,Live Action,Contemporary Fiction,$0,"$10,619,670","$25,060,732","$35,680,402"
65,"Sep 17, 2021",2021,Cry Macho,Drama,Live Action,Historical Fiction,$0,"$10,310,734","$4,394,178","$14,704,912"
66,"Oct 29, 2021",2021,Last Night in Soho,Thriller/Suspense,Live Action,Historical Fiction,"$43,000,000","$10,127,625","$12,439,982","$22,567,607"
67,"Oct 29, 2021",2021,Boku no Hero Academia: World Heroes�…,Adventure,Digital Animation,Super Hero,$0,"$9,767,647","$31,088,900","$40,856,547"
68,"Nov 12, 2021",2021,Belfast,Drama,Live Action,Historical Fiction,$0,"$9,250,870","$40,256,112","$49,506,982"
69,"Oct 1, 2021",2021,The Many Saints of Newark,Drama,Live Action,Historical Fiction,"$50,000,000","$8,237,403","$4,494,636","$12,732,039"
70,"Aug 20, 2021",2021,The Protégé,Action,Live Action,Contemporary Fiction,$0,"$7,446,823","$809,206","$8,256,029"
71,"May 14, 2021",2021,Those Who Wish Me Dead,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$7,407,200","$10,194,431","$17,601,631"
72,"Aug 20, 2021",2021,The Night House,Horror,Live Action,Contemporary Fiction,$0,"$7,100,581","$8,392,512","$15,493,093"
73,"Nov 5, 2021",2021,Spencer,Drama,Live Action,Dramatization,$0,"$7,086,632","$9,460,226","$16,546,858"
74,"Mar 19, 2021",2021,Ironbark,Thriller/Suspense,Live Action,Dramatization,$0,"$6,613,432","$14,241,294","$20,854,726"
75,"Dec 25, 2021",2021,A Journal for Jordan,Drama,Live Action,Dramatization,"$25,000,000","$6,545,174","$137,511","$6,682,685"
76,"Feb 12, 2021",2021,Judas and the Black Messiah,Drama,Live Action,Dramatization,"$26,000,000","$5,478,009","$1,575,940","$7,053,949"
77,"Jul 16, 2021",2021,Roadrunner: A Film About Anthony Bour…,Documentary,Live Action,Factual,$0,"$5,354,970","$133,761","$5,488,731"
78,"Sep 17, 2021",2021,CopShop,Action,Live Action,Contemporary Fiction,$0,"$5,213,243","$1,196,070","$6,409,313"
79,"Jun 30, 2021",2021,Zola,Black Comedy,Live Action,Dramatization,"$5,000,000","$4,844,399","$325,801","$5,170,200"
80,"Apr 30, 2021",2021,Separation,Horror,Live Action,Contemporary Fiction,$0,"$4,509,143",$0,"$4,509,143"
81,"Mar 5, 2021",2021,Boogie,Drama,Live Action,Contemporary Fiction,$0,"$4,178,620","$12,403","$4,191,023"
82,"Aug 20, 2021",2021,Reminiscence,Thriller/Suspense,Live Action,Science Fiction,"$67,972,729","$3,900,193","$11,549,129","$15,449,322"
83,"Jan 29, 2021",2021,Nomadland,Drama,Live Action,Contemporary Fiction,"$5,000,000","$3,700,000","$35,028,987","$38,728,987"
84,"Jun 11, 2021",2021,12 Mighty Orphans,Drama,Live Action,Dramatization,$0,"$3,688,723","$1,911,049","$5,599,772"
85,"Jul 16, 2021",2021,Pig,Drama,Live Action,Contemporary Fiction,$0,"$3,186,667","$688,412","$3,875,079"
86,"Apr 2, 2021",2021,The Girl Who Believes In Miracles,Drama,Live Action,Contemporary Fiction,$0,"$3,163,362","$76,079","$3,239,441"
87,"Apr 9, 2021",2021,Voyagers,Thriller/Suspense,Live Action,Science Fiction,"$29,000,000","$3,149,935","$981,846","$4,131,781"
88,"May 21, 2021",2021,Dream Horse,Drama,Live Action,Dramatization,$0,"$2,913,328","$3,616,740","$6,530,068"
89,"Jun 11, 2021",2021,The House Next Door: Meet the Blacks 2,Comedy,Live Action,Contemporary Fiction,"$3,500,000","$2,893,660",$0,"$2,893,660"
90,"May 7, 2021",2021,Here Today,Comedy,Live Action,Contemporary Fiction,$0,"$2,807,494","$102,769","$2,910,263"
91,"May 14, 2021",2021,Finding You,Drama,Live Action,Contemporary Fiction,$0,"$2,753,985","$573,281","$3,327,266"
92,"Oct 8, 2021",2021,Lamb,Horror,Live Action,Contemporary Fiction,$0,"$2,676,410","$1,387,892","$4,064,302"
93,"Sep 10, 2021",2021,The Card Counter,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$2,657,850","$1,703,398","$4,361,248"
94,"Feb 12, 2021",2021,Land,Drama,Live Action,Contemporary Fiction,$0,"$2,577,830","$589,428","$3,167,258"
95,"Sep 17, 2021",2021,The Eyes of Tammy Faye,Drama,Live Action,Dramatization,$0,"$2,404,127","$303,777","$2,707,904"
96,"Nov 24, 2021",2021,Doraibu mai kâ,Drama,Live Action,Contemporary Fiction,$0,"$2,352,240","$4,041,897","$6,394,137"
97,"Jul 2, 2021",2021,"Summer of Soul (…Or, When the Revol…",Documentary,Live Action,Factual,$0,"$2,320,649","$644,128","$2,964,777"
98,"Dec 24, 2021",2021,Madres paralelas,Drama,Live Action,Contemporary Fiction,$0,"$2,297,501","$8,919,555","$11,217,056"
99,"Sep 10, 2021",2021,After We Fell,Drama,Live Action,Contemporary Fiction,$0,"$2,170,750","$17,341,976","$19,512,726"
100,"Feb 26, 2021",2021,The Father,Drama,Live Action,Contemporary Fiction,"$6,000,000","$2,120,992","$34,306,163","$36,427,155"
1,"May 27, 2022",2022,Top Gun: Maverick,Action,Live Action,Contemporary Fiction,"$170,000,000","$718,732,821","$753,854,687","$1,472,587,508"
2,"Dec 16, 2022",2022,Avatar: The Way of Water,Action,Animation/Live Action,Science Fiction,"$460,000,000","$684,075,767","$1,635,515,953","$2,319,591,720"
3,"Nov 11, 2022",2022,Black Panther: Wakanda Forever,Action,Live Action,Super Hero,"$250,000,000","$453,829,060","$400,156,486","$853,985,546"
4,"May 6, 2022",2022,Doctor Strange in the Multiverse of M…,Action,Live Action,Super Hero,"$200,000,000","$411,331,607","$540,893,379","$952,224,986"
5,"Jun 10, 2022",2022,Jurassic World: Dominion,Action,Live Action,Science Fiction,"$165,000,000","$376,851,080","$627,153,453","$1,004,004,533"
6,"Jul 1, 2022",2022,Minions: The Rise of Gru,Adventure,Digital Animation,Kids Fiction,"$80,000,000","$369,695,210","$570,384,404","$940,079,614"
7,"Mar 1, 2022",2022,The Batman,Action,Live Action,Super Hero,"$200,000,000","$369,345,583","$396,604,896","$765,950,479"
8,"Jul 8, 2022",2022,Thor: Love and Thunder,Action,Live Action,Super Hero,"$250,000,000","$343,256,830","$417,671,251","$760,928,081"
9,"Apr 8, 2022",2022,Sonic the Hedgehog 2,Adventure,Animation/Live Action,Kids Fiction,"$90,000,000","$190,872,904","$214,548,614","$405,421,518"
10,"Dec 21, 2022",2022,Puss in Boots: The Last Wish,Adventure,Digital Animation,Kids Fiction,"$90,000,000","$185,535,345","$299,162,359","$484,697,704"
11,"Oct 21, 2022",2022,Black Adam,Action,Live Action,Super Hero,"$200,000,000","$168,152,111","$222,171,744","$390,323,855"
12,"Jun 24, 2022",2022,Elvis,Drama,Live Action,Dramatization,"$85,000,000","$151,040,048","$128,522,481","$279,562,529"
13,"Feb 18, 2022",2022,Uncharted,Adventure,Live Action,Contemporary Fiction,"$120,000,000","$148,648,820","$252,041,094","$400,689,914"
14,"Jul 22, 2022",2022,Nope,Horror,Live Action,Science Fiction,"$68,000,000","$123,277,080","$48,762,007","$172,039,087"
15,"Jun 17, 2022",2022,Lightyear,Adventure,Digital Animation,Kids Fiction,"$200,000,000","$118,307,188","$100,461,111","$218,768,299"
16,"Sep 30, 2022",2022,Smile,Horror,Live Action,Contemporary Fiction,"$17,000,000","$105,935,048","$111,133,687","$217,068,735"
17,"Mar 25, 2022",2022,The Lost City,Adventure,Live Action,Contemporary Fiction,"$74,000,000","$105,344,029","$86,983,415","$192,327,444"
18,"Aug 5, 2022",2022,Bullet Train,Thriller/Suspense,Live Action,Contemporary Fiction,"$85,900,000","$103,368,602","$135,166,361","$238,534,963"
19,"Apr 22, 2022",2022,The Bad Guys,Comedy,Digital Animation,Kids Fiction,"$70,000,000","$97,233,630","$153,434,341","$250,667,971"
20,"Apr 15, 2022",2022,Fantastic Beasts: The Secrets of Dumb…,Adventure,Animation/Live Action,Fantasy,"$200,000,000","$95,850,844","$308,709,301","$404,560,145"
