release_date,release_year,title,genre,production_method,creative_type,budget,domestic_gross,international_gross,worldwide_gross,release_month
2019-04-05,2019,Pet Sematary,Horror,Live Action,Contemporary Fiction,21000000,54724696,57085036,111809732,April
2019-02-08,2019,What Men Want,Romantic Comedy,Live Action,Contemporary Fiction,20000000,54611903,15300000,69911903,February
2019-10-11,2019,Gisaengchung (기생충),Black Comedy,Live Action,Contemporary Fiction,11800000,53369745,200001163,253370908,October
2019-09-20,2019,Ad Astra,Thriller/Suspense,Live Action,Science Fiction,80000000,50188370,85217910,135406280,September
2019-12-13,2019,Uncut Gems,Thriller/Suspense,Live Action,Contemporary Fiction,0,50023780,0,50023780,December
2019-02-13,2019,Isn’t it Romantic,Romantic Comedy,Live Action,Contemporary Fiction,31000000,48791187,0,48791187,February
2019-10-11,2019,Gemini Man,Action,Animation/Live Action,Science Fiction,140000000,48546770,118051592,166598362,October
2019-05-31,2019,MA,Horror,Live Action,Contemporary Fiction,5000000,45896028,15324756,61220784,May
2019-03-15,2019,Five Feet Apart,Drama,Live Action,Contemporary Fiction,7000000,45729221,46824988,92554209,March
2019-03-15,2019,Wonder Park,Adventure,Digital Animation,Kids Fiction,100000000,45216793,69886532,115103325,March
2019-09-20,2019,Rambo: Last Blood,Action,Live Action,Contemporary Fiction,50000000,44819352,46559534,91378886,September
2019-11-08,2019,Playing with Fire,Comedy,Live Action,Contemporary Fiction,0,44451847,16784873,61236720,November
2019-11-27,2019,Queen & Slim,Drama,Live Action,Contemporary Fiction,20000000,43808310,4457853,48266163,November
2019-11-01,2019,Harriet,Drama,Live Action,Dramatization,17000000,43082155,953432,44035587,November
2019-01-11,2019,A Dog’s Way Home,Drama,Live Action,Contemporary Fiction,61000000,41952715,39199790,81152505,January
2019-08-13,2019,The Angry Birds Movie 2,Adventure,Digital Animation,Kids Fiction,65000000,41657076,110598112,152255188,August
2019-04-12,2019,Little,Comedy,Live Action,Contemporary Fiction,0,40860481,8347436,49207917,April
2019-04-17,2019,Breakthrough,Drama,Live Action,Dramatization,14000000,40713082,8518592,49231674,April
2019-07-12,2019,Crawl,Horror,Live Action,Contemporary Fiction,17000000,39014193,52706297,91720490,July
2019-12-25,2019,Just Mercy,Drama,Live Action,Dramatization,25000000,36001502,14393271,50394773,December
2019-05-10,2019,The Hustle,Comedy,Live Action,Contemporary Fiction,21000000,35417038,61972530,97389568,May
2019-05-03,2019,The Intruder,Thriller/Suspense,Live Action,Contemporary Fiction,8000000,35388976,5208425,40597401,May
2019-11-08,2019,Last Christmas,Romantic Comedy,Live Action,Contemporary Fiction,30000000,35150750,88278118,123428868,November
2019-08-23,2019,Overcomer,Drama,Live Action,Contemporary Fiction,5000000,34700142,3393422,38093564,August
2019-10-18,2019,Jojo Rabbit,Black Comedy,Live Action,Historical Fiction,14000000,33370906,53507167,86878073,October
2019-02-08,2019,Cold Pursuit,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,32138862,30460297,62599159,February
2019-12-13,2019,Bombshell,Drama,Live Action,Dramatization,32000000,31762808,29641586,61404394,December
2019-11-08,2019,Doctor Sleep,Horror,Live Action,Contemporary Fiction,45000000,31581712,40139126,71720838,November
2019-01-16,2019,Dragon Ball Super: Broly,Action,Digital Animation,Fantasy,8500000,30376755,92363861,122740616,January
2019-05-03,2019,Long Shot,Romantic Comedy,Live Action,Contemporary Fiction,40000000,30316271,23308153,53624424,May
2019-06-21,2019,Child’s Play,Horror,Live Action,Contemporary Fiction,0,29208403,14291177,43499580,June
2019-08-21,2019,Ready or Not,Black Comedy,Live Action,Contemporary Fiction,6000000,28714231,28071620,56785851,August
2019-11-22,2019,21 Bridges,Thriller/Suspense,Live Action,Contemporary Fiction,33000000,28539757,14117874,42657631,November
2019-02-13,2019,Happy Death Day 2U,Thriller/Suspense,Live Action,Contemporary Fiction,9000000,28148130,36538385,64686515,February
2019-07-03,2019,Midsommar,Horror,Live Action,Contemporary Fiction,9000000,27426363,19313199,46739562,July
2019-12-20,2019,Cats,Musical,Animation/Live Action,Fantasy,100000000,27166770,48401798,75568568,December
2019-08-09,2019,The Art of Racing in the Rain,Drama,Live Action,Contemporary Fiction,18000000,26402818,7371145,33773963,August
2019-10-25,2019,Countdown,Horror,Live Action,Contemporary Fiction,6500000,25621766,16554435,42176201,October
2019-09-27,2019,Judy,Drama,Live Action,Dramatization,0,24319961,21175039,45495000,September
2019-02-14,2019,Fighting With My Family,Comedy,Live Action,Dramatization,11000000,22958583,18544505,41503088,February
2019-05-17,2019,A Dog’s Journey,Drama,Live Action,Contemporary Fiction,16000000,22782371,56084834,78867205,May
2019-05-24,2019,Booksmart,Comedy,Live Action,Contemporary Fiction,6000000,22680962,2267179,24948141,May
2019-07-12,2019,Stuber,Comedy,Live Action,Contemporary Fiction,16000000,22370452,7263571,29634023,July
2019-12-13,2019,Richard Jewell,Drama,Live Action,Dramatization,45000000,22345542,20746668,43092210,December
2019-08-16,2019,47 Meters Down: Uncaged,Thriller/Suspense,Live Action,Contemporary Fiction,12000000,22260900,25321663,47582563,August
2019-10-25,2019,Black and Blue,Action,Live Action,Contemporary Fiction,12000000,22012729,717415,22730144,October
2019-04-12,2019,Hellboy,Horror,Live Action,Super Hero,50000000,21903748,32052732,53956480,April
2019-06-14,2019,Shaft,Comedy,Live Action,Contemporary Fiction,30000000,21360215,0,21360215,June
2019-08-09,2019,The Peanut Butter Falcon,Adventure,Live Action,Contemporary Fiction,6200000,20457158,2734393,23191551,August
2020-01-17,2020,Bad Boys For Life,Action,Live Action,Contemporary Fiction,90000000,204417855,220053808,424471663,January
2020-02-14,2020,Sonic The Hedgehog,Adventure,Animation/Live Action,Kids Fiction,90000000,146066470,156469654,302536124,February
2020-02-07,2020,Birds of Prey (And the Fantabulous Em…,Action,Live Action,Super Hero,82000000,84158461,116847091,201005552,February
2020-01-17,2020,Dolittle,Adventure,Animation/Live Action,Kids Fiction,175000000,77047065,174462229,251509294,January
2020-02-28,2020,The Invisible Man,Horror,Live Action,Science Fiction,7000000,64914050,74097915,139011965,February
2020-02-21,2020,The Call of the Wild,Adventure,Live Action,Historical Fiction,125000000,62342368,45008823,107351191,February
2020-03-06,2020,Onward,Adventure,Digital Animation,Kids Fiction,200000000,61555145,71802456,133357601,March
2020-11-25,2020,The Croods: A New Age,Adventure,Digital Animation,Kids Fiction,65000000,58568815,156221431,214790246,November
2020-09-03,2020,Tenet,Action,Live Action,Science Fiction,205000000,58504105,301736084,360240189,September
2020-12-25,2020,Wonder Woman 1984,Action,Live Action,Super Hero,200000000,46801036,119559196,166360232,December
2020-01-24,2020,The Gentlemen,Action,Live Action,Contemporary Fiction,22000000,36471796,76680426,113152222,January
2020-02-14,2020,Fantasy Island,Horror,Live Action,Contemporary Fiction,7000000,26441782,22077175,48518957,February
2020-08-28,2020,The New Mutants,Horror,Live Action,Super Hero,67000000,23855569,20752678,44608247,August
2020-01-10,2020,Like a Boss,Comedy,Live Action,Contemporary Fiction,29000000,22169514,4394374,26563888,January
2020-10-09,2020,The War with Grandpa,Comedy,Live Action,Kids Fiction,38000000,21277892,25541177,46819069,October
2020-01-03,2020,The Grudge,Horror,Live Action,Contemporary Fiction,10000000,21216148,28286969,49503117,January
2020-08-14,2020,Unhinged,Thriller/Suspense,Live Action,Contemporary Fiction,33000000,20831465,16507639,37339104,August
2020-02-14,2020,The Photograph,Drama,Live Action,Contemporary Fiction,15000000,20578185,126196,20704381,February
2020-01-10,2020,Underwater,Thriller/Suspense,Live Action,Science Fiction,65000000,17291078,21886417,39177495,January
2020-01-24,2020,The Turning,Horror,Live Action,Contemporary Fiction,12000000,15472775,2987964,18460739,January
2020-01-31,2020,Gretel & Hansel,Horror,Live Action,Historical Fiction,5000000,15347654,6704802,22052456,January
2020-12-18,2020,Monster Hunter,Action,Live Action,Science Fiction,60000000,15162470,32691423,47853893,December
2020-10-09,2020,Honest Thief,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,14163574,18446057,32609631,October
2020-03-06,2020,The Way Back,Drama,Live Action,Contemporary Fiction,23000000,13590514,972895,14563409,March
2020-02-26,2020,Boku no Hīrō Akademia The Movie Hī…,Adventure,Digital Animation,Super Hero,0,13553826,16463337,30017163,February
2020-12-25,2020,News of the World,Western,Live Action,Historical Fiction,38000000,12668325,0,12668325,December
2020-02-21,2020,Brahms: The Boy II,Horror,Live Action,Contemporary Fiction,10000000,12611536,6356790,18968326,February
2020-10-30,2020,Come Play,Horror,Live Action,Contemporary Fiction,9000000,10475990,2148184,12624174,October
2020-02-21,2020,Impractical Jokers: The Movie,Comedy,Live Action,Contemporary Fiction,3000000,10466091,0,10466091,February
2020-03-13,2020,I Still Believe,Drama,Live Action,Dramatization,12000000,10410004,6293747,16703751,March
2020-02-21,2020,Emma.,Drama,Live Action,Historical Fiction,10000000,10055355,17310433,27365788,February
2020-03-13,2020,Bloodshot,Action,Live Action,Super Hero,45000000,10021787,27141267,37163054,March
2020-11-06,2020,Let Him Go,Thriller/Suspense,Live Action,Contemporary Fiction,0,9358025,1414982,10773007,November
2020-11-13,2020,Freaky,Horror,Live Action,Contemporary Fiction,6000000,9030855,9042578,18073433,November
2020-02-14,2020,Downhill,Drama,Live Action,Contemporary Fiction,0,8287061,872322,9159383,February
2020-01-15,2020,Tenki no Ko,Drama,Digital Animation,Science Fiction,0,8056636,181934533,189991169,January
2020-12-25,2020,Promising Young Woman,Black Comedy,Live Action,Contemporary Fiction,0,6460965,12393201,18854166,December
2020-12-18,2020,Fatale,Thriller/Suspense,Live Action,Contemporary Fiction,0,6306897,516423,6823320,December
2020-03-13,2020,The Hunt,Thriller/Suspense,Live Action,Contemporary Fiction,18200000,5812500,6588479,12400979,March
2020-01-31,2020,The Rhythm Section,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,5437971,545072,5983043,January
2020-08-14,2020,The SpongeBob Movie: Sponge on the Run,Adventure,Digital Animation,Kids Fiction,60000000,4810790,0,4810790,August
2020-09-11,2020,The Broken Hearts Gallery,Romantic Comedy,Live Action,Contemporary Fiction,0,4066487,713474,4779961,September
2020-09-18,2020,Infidel,Thriller/Suspense,Live Action,Contemporary Fiction,0,4051990,0,4051990,September
2020-02-14,2020,Portrait de la jeune fille en feu,Drama,Live Action,Historical Fiction,5400000,3759854,8157289,11917143,February
2020-08-28,2020,Bill & Ted Face the Music,Comedy,Live Action,Science Fiction,25000000,3439660,2815970,6255630,August
2020-01-29,2020,2020 Oscar Shorts,Multiple Genres,Multiple Production Methods,Multiple Creative Types,0,3304748,0,3304748,January
2020-10-23,2020,The Empty Man,Horror,Live Action,Contemporary Fiction,0,2995698,973982,3969680,October
2020-02-21,2020,Las Pildoras De Mi Novio,Romantic Comedy,Live Action,Contemporary Fiction,0,2971116,3311685,6282801,February
2020-12-11,2020,Minari,Drama,Live Action,Historical Fiction,2000000,2964816,12509843,15474659,December
2020-01-24,2020,The Last Full Measure,Drama,Live Action,Dramatization,20000000,2949212,371899,3321111,January
2020-08-21,2020,Words on Bathroom Walls,Drama,Live Action,Contemporary Fiction,9300000,2542518,641662,3184180,August
2020-09-11,2020,After We Collided,Drama,Live Action,Contemporary Fiction,0,2386483,40919909,43306392,September
2020-12-04,2020,Half Brothers,Comedy,Live Action,Contemporary Fiction,0,2241980,1033099,3275079,December
2020-05-15,2020,Scoob!,Adventure,Digital Animation,Kids Fiction,0,2188425,24087786,26276211,May
2020-02-07,2020,The Lodge,Horror,Live Action,Contemporary Fiction,0,2138907,951807,3090714,February
2020-08-28,2020,The Personal History of David Copperf…,Drama,Live Action,Historical Fiction,15600000,1876298,12754356,14630654,August
2020-12-25,2020,Pinocchio,Adventure,Animation/Live Action,Kids Fiction,13200000,1831718,28528657,30360375,December
2020-05-01,2020,The Wretched,Horror,Live Action,Contemporary Fiction,66000,1815440,2778781,4594221,May
2020-07-24,2020,The Rental,Thriller/Suspense,Live Action,Contemporary Fiction,0,1637548,2339286,3976834,July
2020-10-16,2020,2 Hearts,Drama,Live Action,Dramatization,0,1349284,0,1349284,October
2020-08-07,2020,Ban-do,Horror,Live Action,Science Fiction,16000000,1224525,33866998,35091523,August
2020-02-29,2020,Met Opera — Agrippina,Concert/Performance,Live Action,Historical Fiction,0,1150000,303796,1453796,February
2020-11-06,2020,True to the Game 2: Gena’s Story,Thriller/Suspense,Live Action,Contemporary Fiction,0,1117808,0,1117808,November
2020-01-31,2020,The Assistant,Drama,Live Action,Contemporary Fiction,1780000,1100310,250299,1350609,January
2020-10-16,2020,Love and Monsters,Adventure,Live Action,Science Fiction,30000000,1070714,60969,1131683,October
2020-07-03,2020,Relic,Thriller/Suspense,Live Action,Contemporary Fiction,0,1047083,2191456,3238539,July
2020-08-07,2020,The Tax Collector,Action,Live Action,Contemporary Fiction,30000000,1044212,265759,1309971,August
2020-06-05,2020,Becky,Thriller/Suspense,Live Action,Contemporary Fiction,0,1002852,60414,1063266,June
2020-09-24,2020,Beureikeu deo sa illeonseu,Documentary,Live Action,Factual,0,1000000,9670308,10670308,September
2020-12-04,2020,All My Life,Drama,Live Action,Dramatization,25000000,913935,1110128,2024063,December
2020-01-11,2020,Met Opera: Wozzeck,Concert/Performance,Live Action,Historical Fiction,0,863000,169950,1032950,January
2020-07-31,2020,Cut Throat City,Drama,Live Action,Historical Fiction,8000000,855894,9013,864907,July
2020-01-10,2020,Sarileru Neekevvaru,Action,Live Action,Contemporary Fiction,0,821000,359306,1180306,January
2020-11-20,2020,Ji Xian Feng,Action,Live Action,Contemporary Fiction,0,793525,45192820,45986345,November
2020-01-24,2020,Color Out of Space,Horror,Live Action,Science Fiction,0,765561,301856,1067417,January
2020-09-25,2020,Shortcut,Horror,Live Action,Science Fiction,0,758223,11339,769562,September
2020-10-02,2020,Possessor,Thriller/Suspense,Live Action,Science Fiction,0,752885,161522,914407,October
2020-03-06,2020,Baaghi 3,Action,Live Action,Contemporary Fiction,0,721439,564177,1285616,March
2020-11-20,2020,The Last Vermeer,Drama,Live Action,Dramatization,0,685380,199491,884871,November
2020-09-25,2020,The Last Shift,Comedy,Live Action,Contemporary Fiction,0,643658,660,644318,September
2020-10-23,2020,Synchronic,Thriller/Suspense,Live Action,Science Fiction,0,636673,880215,1516888,October
2020-01-10,2020,Chhapaak,Drama,Live Action,Dramatization,0,604334,318323,922657,January
2020-01-24,2020,Panga,Drama,Live Action,Contemporary Fiction,0,582720,143290,726010,January
2020-09-18,2020,Alone,Thriller/Suspense,Live Action,Contemporary Fiction,0,538358,61401,599759,September
2020-06-19,2020,Followed,Horror,Live Action,Contemporary Fiction,0,538179,8203,546382,June
2020-09-25,2020,Kajillionaire,Drama,Live Action,Contemporary Fiction,0,531430,1083741,1615171,September
2020-10-02,2020,The Call,Horror,Live Action,Contemporary Fiction,0,516520,947352,1463872,October
2020-07-24,2020,The Big Ugly,Action,Live Action,Contemporary Fiction,0,514107,1292,515399,July
2020-11-20,2020,The Forgotten Carols,Musical,Live Action,Contemporary Fiction,0,502252,0,502252,November
2020-10-30,2020,Spell,Horror,Live Action,Contemporary Fiction,0,500104,0,500104,October
2020-09-25,2020,Ava,Action,Live Action,Contemporary Fiction,0,497747,3224333,3722080,September
2020-02-21,2020,CatVideoFest 2020,Documentary,Live Action,Multiple Creative Types,0,478775,35370,514145,February
